"mz_rt"	"1_extr-ctrl--extr-ctrl-_1"	"2_extr-ctrl--extr-ctrl-_2"	"3_extr-ctrl--extr-ctrl-_3"	"4_extr-ctrl--extr-ctrl-_4"	"10_exudate-0d_2"	"11_exudate-0d_3"	"12_exudate-0d_4"	"9_exudate-0d_1"	"25_exudate-12d_1"	"26_exudate-12d_2"	"27_exudate-12d_3"	"28_exudate-12d_4"	"13_exudate-3d_1"	"14_exudate-3d_2"	"15_exudate-3d_3"	"16_exudate-3d_4"	"17_exudate-6d_1"	"18_exudate-6d_2"	"19_exudate-6d_3"	"20_exudate-6d_4"	"21_exudate-9d_1"	"22_exudate-9d_2"	"23_exudate-9d_3"	"24_exudate-9d_4"	"5_exudate-med-ctrl-_1"	"6_exudate-med-ctrl-_2"	"7_exudate-med-ctrl-_3"	"8_exudate-med-ctrl-_4"	"33_pellet-0d_1"	"34_pellet-0d_2"	"35_pellet-0d_3"	"36_pellet-0d_4"	"49_pellet-12d_1"	"50_pellet-12d_2"	"51_pellet-12d_3"	"52_pellet-12d_4"	"37_pellet-3d_1"	"38_pellet-3d_2"	"39_pellet-3d_3"	"40_pellet-3d_4"	"41_pellet-6d_1"	"42_pellet-6d_2"	"43_pellet-6d_3"	"44_pellet-6d_4"	"45_pellet-9d_1"	"46_pellet-9d_2"	"47_pellet-9d_3"	"48_pellet-9d_4"	"29_pellet-med-ctrl-_1"	"30_pellet-med-ctrl-_2"	"31_pellet-med-ctrl-_3"	"32_pellet-med-ctrl-_4"
"649.47784_3.93"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44481518.7035488	31596273.3000786	519702232.503722	2425372.77585819	NA	NA	NA	NA	NA	NA	NA	NA	13463031.8789239	736909.723655296	5427914.57282725	11787146.984735	NA	NA	NA	NA
"664.22998_13.95"	8285733.56982067	331483.063902839	8737217.58611201	7989734.61190946	8679506.34227575	8607167.90123395	7669607.68648632	6261146.58067686	2368329.686656	6366458.24595199	6648128.45916659	6876289.59681009	7019891.82440438	2338709.24519282	1472833.44167256	8383351.72323911	74437.8726563851	2526699.71634405	8164042.10020351	883350.619981791	7413977.81872437	7133211.46097737	7433535.43964979	375510.324564419	7057794.65273945	62318.0984171232	8901105.83571745	8556364.97917034	7899836.53268167	2839547.17497198	1646849.69156755	7799083.58972596	1570409.19728448	4246685.48325664	5363558.95348081	175752.260885678	3254857.57253203	9462276.50076078	624677.225545545	4209076.74961327	7111227.56307505	5411555.75698293	6255486.58131814	9066761.62843297	2137944.16518973	6980774.14437503	6439971.15614063	6863465.393841	263973.391667339	7499338.663893	141901.671197258	3791581.79510236
"664.23079_13.94"	6868064.06958672	8237002.97697277	8338245.83346858	8209708.65259142	8198630.60451659	8458023.13181216	7996120.32147036	7367045.50047996	7630751.51359913	6569895.34347682	6702977.47165896	6703443.87060878	8571288.48784805	8310538.32089034	8426159.83377424	8058950.32622438	8361574.17937951	8195263.91877634	6921307.51918934	7451801.81549277	6988428.64546315	6760064.22712264	7156317.73237688	7195941.06506166	7732212.54169993	7671447.28562157	8286709.23451314	8174938.72258377	8201684.64768926	4528119.23713911	4392841.56545408	7086000.02406458	5885705.97382108	6650808.01863643	5742334.68756854	7120708.97149685	8524446.10054806	8693746.77243856	7295737.45365618	8100939.04540849	6539597.08358483	4519331.67935127	8160861.42566316	8277696.38788819	7275755.49987704	6810113.66891265	6189455.10347903	7043485.58041382	4696179.65074806	7449108.80048167	8623618.30931405	5412359.19399418
"666.36929_7.26"	NA	NA	NA	NA	NA	NA	NA	NA	16600.8345688074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29911795.3901132	27343877.8190743	699752776.722509	15531787.1344525	NA	NA	NA	NA	4210513.85375202	21650.9091055444	13284160.5760914	2638875.82735084	17656317.1501211	23117394.8127269	57207013.8050124	64192140.9067227	NA	NA	NA	NA
"667.37181_7.25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10224.9557734755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4283820.08043295	8034864.27073019	241684487.457479	1751664.07418743	NA	NA	NA	NA	3865179.12413102	2212568.71200665	3081572.10392737	1459922.16704829	1279219.25759978	8907609.62132665	19622990.2444388	24327939.2888025	NA	NA	NA	NA
"668.38484_6.87"	NA	NA	NA	NA	NA	NA	NA	NA	12278.7684387439	37130.5295259199	14396.2281665031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35131.1030608989	NA	NA	NA	NA	193307.468623586	167204.599481931	263367.138625853	135838.877194167	86770664.1004352	127210562.356677	1969993477.31332	86132598.2579539	6069023.11584978	2377801.06008844	5182698.80459487	5432458.54715752	38347725.2007336	43952988.4251573	89237828.1436066	39115381.3326704	35736045.7870605	88278947.7280065	49601967.9261085	245417477.826065	NA	NA	NA	NA
"668.38534_7.18"	NA	NA	NA	NA	NA	NA	NA	NA	24723.9896886384	63054.311631521	58501.5970110918	36562.3331566858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36277.7064556127	NA	NA	NA	NA	125214.071197757	NA	NA	NA	113412456.870598	118821043.504436	1959351570.45103	58806899.1712579	591681.034270422	371459.367357384	321691.230983105	463504.707662276	61169798.5588468	36221922.9605954	44532696.3727925	21742636.9166919	65471056.4677988	83102746.3039624	183828597.586852	229731135.895813	NA	NA	NA	NA
"669.38811_7.17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	7912.81078902525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4532.00118943987	NA	NA	NA	39069011.944629	43036830.347773	645925258.256419	29618939.6294554	66886.3249054092	41936.554495309	31779.0553827742	61722.8837425846	21156748.7667042	12724886.6177006	30876390.8516551	13316065.518659	22912176.5277542	27784029.4268767	63178915.6753402	78360766.1950201	NA	NA	NA	NA
"673.33905_7.17"	NA	NA	NA	NA	NA	NA	NA	NA	8808.28907457265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7771.86397790909	13494.8041155172	19518.9761404558	NA	22299307.6726828	26983793.1133579	44662159.6864468	17600452.2419114	1361233.64694786	817368.374609731	958448.957511729	1256415.98743265	49443681.8169743	40530729.9324001	46992377.7469858	32262268.7971767	21166297.7941151	36267902.8128625	38428939.9518433	53216798.3331111	NA	NA	NA	NA
"674.34222_7.18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6990703.55111039	9216864.16117624	14667417.5875603	3565183.78211903	293813.997422066	198901.689052068	202099.47611763	229552.334706593	17250336.3522275	14422829.5028023	14653226.1120076	9029131.93790671	5794481.17674305	8184212.77386363	12528383.5235962	18190258.2684249	NA	NA	NA	NA
"684.53919_3.11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	156674372.806713	363836827.966898	112507458.623043	139058413.307295	NA	NA	NA	NA	NA	NA	NA	NA	42056696.8405856	79041087.1555917	11992873.5962711	35153485.212423	NA	NA	NA	NA
"684.54024_3.11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	150884241.879389	360917564.554609	119286928.090159	135718255.646493	NA	NA	NA	NA	NA	NA	NA	NA	41334858.2644459	74585992.2256679	11867455.4409198	32849013.694145	NA	NA	NA	NA
"701.53837_2.4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18907282.3751496	43765943.9198577	1502818.62305026	24119633.1606994	NA	NA	NA	NA	NA	NA	NA	NA	872553.336158418	6077558.6964992	NA	NA	NA	NA	NA	NA
"706.55976_2.09"	NA	26814.6058030066	NA	NA	NA	NA	NA	NA	443046.726442451	99103.3563091328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28097.0328982641	NA	NA	NA	NA	NA	NA	NA	NA	1903025660.59319	1015711199.77053	698813612.32676	825924695.07728	12061469.5102919	8123941.04517358	2932698.57807098	7311996.92089802	30063947.2887063	24742185.0633756	46620157.4361405	43891304.8452663	759049386.691874	304518715.685004	132912618.182018	250532849.510438	NA	NA	42258.3394868241	NA
"707.56341_2.07"	NA	NA	NA	NA	NA	NA	NA	NA	115284.157715665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1042231669.38199	1047683646.363	326313234.843653	493413163.510628	5049442.65883262	3063387.93354742	645953.246388328	1914734.57327728	13793987.8347386	10780841.3734812	17831079.9289774	18932646.8347961	345290759.093639	137537734.761719	59648311.2338818	116745810.018012	NA	NA	NA	NA
"709.57885_2.1"	NA	20330.0531607805	NA	NA	NA	NA	NA	NA	374654.93137062	449643.232826816	277044.465433182	69736.4547995857	NA	NA	NA	NA	NA	NA	NA	NA	138830.986653048	NA	NA	329769.441673527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127229894.45215	NA	768697.820083728	9083285.49029529	896114.527061225	241575.615258913	33667051.7539103	26792462.7847517	543969.832961311	6394402.66021351	NA	124083505.114292	8390865.88830433	135592821.897427	NA	NA	11885.8349595477	NA
"711.59429_2.1"	NA	12750.8834361333	NA	NA	NA	NA	NA	NA	1876339.18723575	422182.912568397	286687.474291249	157362.088758385	NA	NA	NA	NA	NA	NA	NA	NA	68461.6699952056	NA	NA	230387.140236364	NA	NA	NA	NA	NA	40793.4364809833	NA	NA	1730464095.61082	1408095108.08241	894763689.81032	757957241.333094	13656425.8410597	9542164.70116839	2632182.29394458	6768028.18830366	26943207.7209355	25342673.5223595	40803643.2918871	38086648.6753184	674205556.493947	297615523.526086	151466697.657744	295688030.723784	NA	NA	10240.216916079	NA
"724.53485_2.31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40641737.8224196	104022756.233018	4080832.91366993	58342348.9332579	NA	NA	NA	NA	NA	NA	NA	NA	11845141.8240283	24356025.8219872	2727366.87814097	2346049.83838548	NA	NA	NA	NA
"725.53843_2.32"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18326500.0839732	46028800.2501063	2739892.39344834	24790493.4131301	NA	NA	NA	NA	NA	NA	NA	NA	4432939.03816445	11857833.4086106	1039061.73979941	522369.437329481	NA	NA	NA	NA
"725.61044_2.01"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24917461.1308236	17860760.991602	13199074.5133998	18201558.7197561	16474.342527783	NA	NA	NA	37180.3710487986	20302.7781055766	123204.750264652	56625.7223512031	11374372.0337957	5952535.30603155	3798242.93760004	6648243.19610694	NA	NA	NA	NA
"726.54936_2.3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85143469.9464012	243108527.946679	15800430.9197594	120390621.000838	NA	NA	NA	NA	NA	NA	NA	NA	12097515.7398374	61326938.1583779	1922885.76076745	4292599.90559686	NA	NA	NA	NA
"726.55063_2.31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82251350.7376758	231903187.798846	6477851.53330518	120430897.62724	NA	NA	NA	NA	NA	NA	NA	NA	9498462.8328232	10790549.8579894	456270.763825368	2299004.98681052	NA	NA	NA	NA
"727.55393_2.31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36753082.9662311	106347650.538895	2256080.01352549	54474563.5466651	NA	NA	NA	NA	NA	NA	NA	NA	4420863.37901508	3571259.52111244	291317.004605227	413076.684906101	NA	NA	NA	NA
"728.56599_2.29"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67040427.5325349	160982199.473857	12495267.1152151	90851509.5092007	NA	NA	NA	NA	NA	NA	NA	NA	3617978.78270636	20786672.6991414	58222.4564081728	282824.673351606	NA	NA	NA	NA
"729.56973_2.29"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30357996.1919423	69719370.0978867	3964774.99610481	39824669.2014735	NA	NA	NA	NA	NA	NA	NA	NA	1201597.70855188	8128750.11985779	NA	291323.933900096	NA	NA	NA	NA
"730.5604_1.99"	NA	31337.337926391	NA	NA	NA	NA	NA	NA	2534449.22727209	159514.013489985	301106.090117399	313151.38118752	NA	NA	NA	NA	NA	NA	NA	NA	405549.987629199	116559.189592255	NA	373396.898283027	NA	NA	NA	NA	12708.9678224176	26385.2065989189	NA	NA	3202119930.41095	2761035877.42955	1061745414.04645	1689348518.38065	53912962.1508911	31688012.4979072	12072250.1926337	29793174.8506452	65760906.2770686	50311509.2018005	105369043.930122	92355651.0501416	1227546404.30086	490475327.826244	263464966.304721	455411213.326111	NA	NA	91965.8418500088	NA
"732.57638_1.95"	NA	25757.6088149287	NA	NA	NA	NA	NA	NA	549778.529567453	86326.5643959229	NA	56370.7262366827	NA	NA	NA	NA	NA	NA	NA	NA	62948.2413235169	NA	NA	50556.1091692971	NA	NA	NA	NA	NA	NA	11446.171533215	NA	2368012035.70913	2507055608.06396	845528696.692563	1195130643.50389	12197568.0703987	6854294.31788237	2291545.68400463	5703732.9522024	22843876.4762432	12561237.7061284	34304886.3648919	31686299.7720235	683147470.641158	173676708.978746	156813892.909034	225789575.354654	NA	NA	24261.0964116149	NA
"733.57902_1.98"	NA	NA	NA	NA	NA	NA	NA	NA	107805.271435822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1148773571.55604	1106891942.72675	411962439.51163	600115475.235913	5271426.87048311	3426432.91117923	1029673.47398459	2874783.09202588	10881583.6683069	9108855.55225592	15466763.9102646	14829488.3210417	332674569.132975	131144377.387077	77062008.908455	127026707.482641	NA	NA	NA	NA
"733.57965_1.94"	NA	NA	NA	NA	NA	NA	NA	NA	48239.0670478687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1100879322.01121	1179742740.41516	395528136.583544	595993387.736341	1867133.74735482	1510938.15400419	236000.271303745	1300168.00558931	8307288.76369261	5481964.8142189	7660027.32036428	10268088.2793362	310875800.160327	38091480.9194109	72056149.5388251	51657300.7412611	NA	NA	NA	NA
"733.58068_2.03"	NA	NA	NA	NA	NA	NA	NA	NA	109245.159603357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	949738004.273517	928980587.441068	362816647.847594	525493288.531984	5510010.77959327	3608536.81413529	976597.837454551	3307737.17337571	10523472.614383	9269761.55646295	16797322.0046498	13962669.4428617	298910349.267599	130258558.749834	74392270.2389394	115905419.072795	NA	NA	NA	NA
"734.59183_2.02"	NA	10361.1751902279	NA	NA	NA	NA	NA	NA	722993.515065403	137093.794790098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7648.46704330719	NA	NA	1276709166.74095	1079407089.6849	548043919.590217	651439477.798372	6384677.19692746	4080100.19332873	1402146.30821425	3608422.07875338	15622485.1285091	9715867.86483032	21350255.6042438	20210198.3014347	439025403.052126	201684757.147153	133077271.68969	199347662.756818	NA	NA	9702.28620608359	NA
"735.5946_1.96"	NA	NA	NA	NA	NA	NA	NA	NA	NA	64336.0700759125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	618320562.910483	448478790.61407	232514450.357791	268077791.246423	920604.395495055	538344.092407982	268249.406622994	719929.941228942	6369482.78451665	4184205.9415738	3374692.10679731	8158757.47409792	177039366.328961	96420063.2141066	57051239.6698633	85763703.4028905	NA	NA	NA	NA
"738.62194_1.98"	NA	NA	NA	NA	NA	NA	NA	NA	214103.445697097	69813.8726563039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	571537169.790625	375362311.195007	397745948.053925	350254037.490787	319892.784302493	86396.3509627371	20662.6017206306	226371.805834197	243319.826784596	229688.965351326	1920416.05446301	1440245.33773924	287012914.610685	178775105.363664	123466935.477501	184801726.279429	NA	NA	NA	NA
"740.57166_3.67"	22995604.7577509	22818585.8722557	27840845.2575102	24478130.7085875	23877130.4521054	20825564.7507595	25223446.8831017	19818576.9691125	23028327.8336995	27951412.372297	26403576.6611776	25510621.4879027	22591450.8052585	21762207.718228	21170141.1471264	23150485.0257301	21896150.7675816	20548177.1312	26448443.9202357	23928265.268887	26913987.2155467	21645010.3878484	26303677.0637433	23219434.6967548	23940713.957116	19776771.7299588	22450675.0321934	22027180.4565824	22585738.767161	25243712.2105025	21842668.2913642	26101674.3386077	16346061.397265	17149148.6529632	8486003.40517314	21119373.0916991	23697189.9344159	29039286.5674382	25748602.3528048	21621189.3973153	30714736.9153238	29240898.2316353	25140365.5290774	28148928.5908062	21933558.3930629	25279978.0508187	22360741.2576368	19580830.8646146	25267630.0000025	26141340.2201396	21677787.6697883	26168466.3550638
"740.57267_3.67"	23735820.1419971	23919688.9974641	28227729.0604589	24598225.8146219	22338967.9794017	20514460.6792576	24776453.0606577	20100804.6296951	25677985.0928337	27432848.6433858	28159407.0203756	27005166.7483988	22345145.8314115	21000587.4999209	22462624.4363072	24683017.6977938	23797506.0340329	22342521.0170136	25108554.9177081	25843115.7000758	26914438.7902245	21504793.9524853	26117106.9237686	23989790.963907	24800076.4103716	21355082.447156	23111746.44938	22354015.0032901	22967617.5754666	25738887.546093	23532118.4054038	26420238.7015565	15366136.463448	16166796.9232303	7562764.64292626	21210225.1759644	24307546.2881266	28185443.7878779	27110978.1010427	22132419.6017505	30436316.8953586	27628848.4960065	27223694.3327979	29396759.8748698	21371199.7364638	24514122.9812774	22707706.3923799	20140385.1828144	26038004.9317431	26997185.2098944	23101636.0837886	27075292.5097644
"750.5497_2.23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26412536.4161738	74304099.8956997	5133401.08693614	44267326.7057407	55324.7203139216	NA	NA	NA	80072.4097127969	34756.085452547	43608.5809536541	59965.0573979827	3796284.60610067	18280214.8622793	386595.082123807	858777.452219969	NA	NA	NA	NA
"750.58622_2.54"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80123361.8731063	79622116.0365427	10337145.8109422	33652047.2428299	NA	NA	NA	NA	NA	NA	65165.4989676977	13564.7982434954	11767581.5437912	5033562.59054645	886751.015878601	3761767.19732546	NA	NA	NA	NA
"751.55385_2.22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12411586.0897434	34280389.7348043	1797567.99720575	19308639.1269217	NA	NA	NA	NA	NA	NA	NA	NA	1775334.29798816	7888643.76786759	151995.881288346	380845.019898352	NA	NA	NA	NA
"756.57582_1.93"	NA	9776.53096162512	NA	NA	NA	NA	NA	NA	2604293.7758445	630733.738882945	326316.688316345	168192.658007255	NA	NA	NA	NA	NA	NA	NA	NA	630202.978105657	53616.3613937818	120324.763731039	694145.699351824	NA	NA	NA	NA	NA	11716.8769955732	NA	41080.0686144034	1864316159.8936	1511972184.33216	671009389.205299	990013163.245357	75865157.5501685	45946512.0030931	17180801.2473323	42300400.2775951	140275552.879275	103716609.969543	199618577.713085	187463651.818521	816985617.772568	330756977.129569	232556555.306513	338235394.657015	NA	NA	33789.6017054121	8291.38108981133
"756.57685_1.92"	NA	9671.77357204637	NA	NA	NA	NA	NA	NA	2734776.41281459	360306.701813221	138208.141341235	92555.0351806014	NA	NA	NA	NA	NA	NA	NA	NA	134426.503632883	52424.9111905479	63103.3738411602	756193.993054429	NA	NA	NA	NA	NA	NA	NA	40894.2050579225	1808229129.6523	1665864087.97749	642708092.875683	974053707.800664	76524575.8721363	46027942.072937	16661926.0661931	42137950.1291989	103751036.133533	10926391.0120661	183738900.16597	178675470.797141	798738520.746876	254589872.273749	235817634.116302	235594486.546761	NA	NA	22873.2711759287	NA
"757.57896_1.92"	NA	NA	NA	NA	NA	NA	NA	NA	1390800.20661451	49872.2568050236	59448.5588284532	47850.4160563626	NA	NA	NA	NA	NA	NA	NA	NA	224920.382998062	NA	NA	201966.407781595	NA	NA	NA	NA	NA	NA	NA	NA	970493997.703813	769786380.2187	326206325.633624	508034369.240756	38586884.2372024	23115077.4389679	8535724.71524939	22153562.0608436	72031312.366805	53269347.7083678	99447005.9661817	93874485.117374	413399259.689341	166821065.526514	120053949.827753	179714552.475474	NA	NA	NA	NA
"758.59091_1.9"	NA	NA	NA	NA	NA	NA	NA	NA	3777475.21195118	1036066.89966875	334748.901524903	213655.35275097	NA	NA	NA	NA	NA	NA	NA	NA	431099.39012058	65660.2383268957	NA	843263.71349738	NA	NA	NA	NA	NA	NA	NA	NA	1093568604.94164	858592237.085003	508903423.462644	619345939.487067	56108864.3081094	36609819.615804	11771753.0654409	30412792.6806248	91729932.3405242	68789534.6067595	127240743.710931	109661492.656742	655727688.147434	344210064.643943	257486681.135479	351242006.969284	NA	NA	NA	NA
"758.59154_1.92"	NA	NA	NA	NA	33221.8174612743	NA	NA	NA	3292004.50613647	450890.530123513	62251.2032375671	152880.167128434	NA	NA	NA	NA	NA	NA	NA	NA	311893.365791555	96922.6867385135	NA	482492.596122233	NA	NA	NA	NA	NA	NA	NA	NA	699049692.182947	705329935.543286	521481715.251744	616884430.431226	55996852.4234212	37097544.1045866	12627664.3431538	33237991.0859542	79081093.7779792	13255721.2616815	119900351.931806	111064784.984758	664365037.268112	353417183.665893	251416190.572154	340338444.4688	NA	NA	NA	NA
"758.59225_1.93"	NA	NA	NA	NA	33709.5464847133	NA	NA	NA	3299095.68084434	451861.775307799	62385.2960546062	154203.868610098	NA	NA	NA	NA	NA	NA	NA	NA	320762.378426711	98345.6073059136	NA	492830.604702592	NA	NA	NA	NA	NA	NA	NA	NA	630081626.025007	599389639.334745	441038774.270782	587308143.454518	59735926.9708229	37760142.3174975	11580298.0809772	32107574.7720041	78695148.8603467	9904359.56559649	131550987.481735	114514326.479029	639385119.594704	336944486.261422	263320810.290347	358719258.158312	NA	NA	NA	NA
"760.60544_1.9"	NA	NA	NA	NA	NA	NA	NA	NA	132408.40548956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	356718425.751781	339389938.88262	232944303.308842	248435132.535709	738741.87169563	177853.523397282	97183.3017921857	228998.303531077	1180473.10178372	633401.173646107	1979402.60300575	1002997.23128943	196043915.077158	104562539.365217	87477807.7609974	121494554.213011	NA	NA	NA	NA
"760.60597_1.86"	NA	NA	NA	NA	NA	NA	NA	NA	55748.768897175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	389113133.358103	360079013.982023	236921413.504483	260973404.808725	310076.130412804	NA	67101.1470737494	160037.184524099	603140.584725129	421260.726797046	1691092.82682828	906302.843594041	183346099.445511	65472169.6853388	81180867.9004981	118894090.893897	NA	NA	NA	NA
"761.61037_1.87"	NA	NA	NA	NA	NA	NA	NA	NA	89358.6095249696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	157192768.516845	157871440.106539	105959056.672838	110954839.148715	755308.833417778	274413.981925922	104125.80533015	355782.659554217	1649784.65761244	748833.029575467	2962457.69761239	2375389.12343245	81979439.1983308	46659949.6101311	36559854.6034339	50121053.5457022	NA	NA	NA	NA
"762.62059_1.93"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	121226363.413852	101343104.591322	97424014.1085478	95233510.2291171	134890.226515897	121987.48316103	20389.2173107406	141461.976909582	657883.42870404	481111.447560507	1509625.66150708	1185986.172805	54758625.039294	33912612.7956867	27550700.094413	39962149.5700579	NA	NA	NA	NA
"762.6212_1.88"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	101861048.297038	97558995.8955732	89827836.7463838	80734142.9789967	116743.533308287	107051.430584937	20418.529923439	121724.727133196	631316.427552047	308924.101986798	1406043.92860316	1127202.20950726	53482096.0722781	32526121.5916333	25336942.6739146	38799489.5971123	NA	NA	NA	NA
"766.54564_3.05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	216774111.586043	559838501.277377	238332630.079819	238440762.880973	3077965.94754076	2486041.33259387	523205.711675029	1238189.3405126	5184803.3070715	3992162.10971785	12137116.8392495	10642322.0449771	83985059.6506656	168218642.248649	29182634.5205586	68488406.1986407	NA	NA	NA	NA
"767.37524_1.74"	NA	NA	NA	NA	285433120.843605	NA	2762155.81882546	315426475.938194	50947973.1431081	2523227.40268453	10816331.050221	31373305.4006572	268442566.49784	286216021.586483	331766252.038455	422217951.846056	242284155.181931	249866299.097047	727490.116822048	198054125.594431	2451165.012351	2083421.65387088	77764890.4931886	37772743.7236742	356847966.765	266355311.464171	80166.3721549883	291131394.018375	NA	NA	NA	NA	NA	NA	NA	NA	19721.2193253985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
