"mz_rt"	"1_extr-ctrl--extr-ctrl-_1"	"2_extr-ctrl--extr-ctrl-_2"	"3_extr-ctrl--extr-ctrl-_3"	"4_extr-ctrl--extr-ctrl-_4"	"10_exudate-0d_2"	"11_exudate-0d_3"	"12_exudate-0d_4"	"9_exudate-0d_1"	"25_exudate-12d_1"	"26_exudate-12d_2"	"27_exudate-12d_3"	"28_exudate-12d_4"	"13_exudate-3d_1"	"14_exudate-3d_2"	"15_exudate-3d_3"	"16_exudate-3d_4"	"17_exudate-6d_1"	"18_exudate-6d_2"	"19_exudate-6d_3"	"20_exudate-6d_4"	"21_exudate-9d_1"	"22_exudate-9d_2"	"23_exudate-9d_3"	"24_exudate-9d_4"	"5_exudate-med-ctrl-_1"	"6_exudate-med-ctrl-_2"	"7_exudate-med-ctrl-_3"	"8_exudate-med-ctrl-_4"	"33_pellet-0d_1"	"34_pellet-0d_2"	"35_pellet-0d_3"	"36_pellet-0d_4"	"49_pellet-12d_1"	"50_pellet-12d_2"	"51_pellet-12d_3"	"52_pellet-12d_4"	"37_pellet-3d_1"	"38_pellet-3d_2"	"39_pellet-3d_3"	"40_pellet-3d_4"	"41_pellet-6d_1"	"42_pellet-6d_2"	"43_pellet-6d_3"	"44_pellet-6d_4"	"45_pellet-9d_1"	"46_pellet-9d_2"	"47_pellet-9d_3"	"48_pellet-9d_4"	"29_pellet-med-ctrl-_1"	"30_pellet-med-ctrl-_2"	"31_pellet-med-ctrl-_3"	"32_pellet-med-ctrl-_4"
"488.357_2.84"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	239645666.893134	201779924.300693	1630950924.19306	126949741.015539	613972.233549909	77254.3669771362	NA	65105.9991639021	22945640.2000745	15931818.3428456	16818733.6930919	12124814.5580598	101627359.677195	162857961.398201	118086344.248242	217784421.715804	NA	NA	NA	NA
"490.37305_2.77"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	119745402.124149	107475963.350687	771699525.960136	58629870.679608	106795.511162778	NA	NA	NA	9374798.45963222	4337802.04739414	7789473.07119205	4982127.89030446	52656824.239243	75639720.9105908	58541617.657927	109808863.191494	NA	NA	NA	NA
"490.37368_2.77"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	118872985.142703	104291501.60412	703243035.282359	62012361.7745218	108334.225555233	NA	NA	NA	10109618.1668363	971015.799191932	6914251.58634378	2869121.82216793	52354954.7100093	20926291.7531932	59688398.7164988	33460413.0258791	NA	NA	NA	NA
"505.21313_9.85"	7883721.35325434	5306337.65223813	9979174.69395691	7972970.79908125	7502153.39424064	7392935.17752533	8650001.48047232	6704600.09229597	6620147.34786137	4300005.41831578	7312315.99581818	7012661.99040512	7324794.56319454	5561414.63354378	4742830.84487065	8484192.22451823	5229197.56834878	6947273.7464322	7471251.76387576	6135621.50113018	8143190.23469789	7848360.55301599	8117277.39552813	5388020.77994754	5547532.86744125	5528559.07110343	8918726.8121448	8433808.10925161	6760093.58463025	3473391.85229908	3512475.80802386	7692677.23593138	3772246.61957712	4198227.12311637	5388571.95057455	3435638.29019037	7179356.33699981	8697679.84538459	6490737.58529942	5840001.66871212	6605915.47788985	5299434.44622634	5765438.72593513	8171626.98707996	4726625.19885717	5603006.20966815	6810608.49940974	6871269.22373628	3725729.92996015	8776619.45028264	5010899.47120104	4922745.17064994
"515.20951_3.48"	NA	NA	NA	NA	NA	NA	NA	10698.9157025404	1616939127.26889	1792647358.73679	1710823098.52208	1769915807.33474	6946713.20164719	5674368.99922789	6538734.76569714	4831821.77442404	63807723.8017599	58250169.2002732	258132759.013007	52405322.6232666	775978409.30063	1199578547.8318	1264898363.18378	984211260.190577	NA	NA	NA	NA	NA	NA	NA	NA	3291268.09383803	2576181.64962288	2876551.3323575	11073763.5414217	67707.7197055336	NA	10134.3445334889	73790.4850044597	663747.992936957	167807.784835066	8835448.50069707	8194092.17510266	10161557.7658434	4380926.91958244	23194300.1853402	17623974.3095854	NA	NA	NA	NA
"515.21028_3.47"	NA	NA	NA	NA	NA	NA	NA	10593.2180969981	1507401718.55681	1737641374.40119	1630350712.14188	1687800886.45043	7011673.14257569	5618310.30759436	7039370.1949903	4937232.76970561	277062940.792348	216852538.820884	253306765.951743	190877960.891874	819343691.172247	1158709214.76718	1312611651.43321	1018147655.05077	NA	NA	NA	NA	NA	NA	NA	NA	3387523.97698952	2634361.34340776	2980582.2162988	11250134.5109303	83083.5548406567	NA	10142.7215066945	74259.217304003	565315.744560152	171597.504219897	9094594.3164943	8605218.35995534	10485674.3199123	2775686.52370933	23860338.1417219	17558455.8270149	NA	NA	NA	NA
"516.21264_3.49"	NA	NA	NA	NA	NA	NA	NA	NA	365883183.942464	423693152.424915	386986224.08267	401177509.580716	1416697.79449398	1041891.77478387	1192258.52583104	762556.144018375	63410401.2326569	49449914.0639859	57043283.262868	43905287.9294777	176355653.145963	270703437.982998	283689378.081235	221199705.076019	NA	NA	NA	NA	NA	NA	NA	NA	347536.993949452	329806.069045141	NA	2434341.66366302	NA	NA	NA	NA	42684.8649586307	59064.3570434901	1830859.42947434	1867447.01034572	2386094.98289493	343357.020958288	4895136.09939253	3456652.96525084	NA	NA	NA	NA
"516.34397_3.07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37950092.9915164	29613051.6659726	52704466.7351705	20000407.3005568	NA	NA	NA	NA	81441.6920216476	NA	254958.072945893	92678.947978696	64452079.4210179	35497003.0598153	79089595.8032022	95664945.7036063	NA	NA	NA	NA
"517.21454_3.49"	NA	NA	NA	NA	NA	NA	NA	NA	68488589.134598	75325895.2089356	72228382.4264218	74800421.420459	197616.028853373	109591.743189306	119777.744756647	59556.3136535158	11773418.7870238	8811498.19639068	10672156.9581449	7725550.61060162	32524736.3672243	49782459.3025701	52955801.5860192	40950525.7079736	NA	NA	NA	NA	NA	NA	NA	NA	NA	22460.6278719505	NA	265583.160159211	NA	NA	NA	NA	NA	NA	183940.096343905	202505.374535427	289275.933441582	46531.1735548628	768023.091875709	675851.752536422	NA	NA	NA	NA
"530.12977_9.83"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9743974.40085838	6918324.20989364	4554095.58489647	8881460.47735706	31357.7670821446	NA	NA	20682.8229502381	1356923.97215931	1323156.2611871	1787501.50436508	1842405.88495996	3528509.76396988	2563872.91302811	2134985.61281371	3008261.27757197	NA	NA	NA	NA
"536.2182_12.9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	143383.965167584	21554.1643510928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20701.5834244135	NA	NA	NA	NA	NA	NA	NA	NA	14610552.3396717	14433582.5683841	2774541.79873824	37196532.4645989	NA	NA	NA	NA	NA	NA	NA	NA	3711051.90658269	8152009.46611141	5987340.71651103	4907801.77303779	NA	NA	NA	NA
"537.19058_3.49"	NA	NA	NA	NA	NA	NA	NA	NA	26603860.7260127	26459885.6342166	21433330.1069993	21457883.5200172	133567.672084387	103782.71430898	99387.1523485018	46047.1764218607	2730544.0349334	2455865.85657402	7442866.85260913	1025574.89232888	20416611.1542431	25776099.2721327	25644425.3904507	17132839.1405499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39393.9029779434	50521.6898597883	60833.531265474	NA	476815.128138391	168554.013979954	NA	NA	NA	NA
"542.17668_12.9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	285031.310988438	24655.8591920412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32593.5039613033	92959.6909018449	NA	NA	NA	NA	NA	NA	NA	NA	27249505.9372246	26709441.9456977	3784488.37307571	67125495.4418178	NA	NA	NA	NA	NA	NA	10784.7006519085	NA	7707877.18721605	356300.01170947	11282371.6255578	12057035.6894321	NA	NA	NA	NA
"543.15995_9.85"	8658973.29832751	12028393.4053671	5448579.7708953	7529924.8121123	8343172.3768049	8625583.04092275	5883259.32624067	8799856.34547485	8056184.03740601	6057146.31280399	4310712.41692084	5305276.59006108	8938308.01611895	9329661.29234903	9016024.9346445	6684229.64481856	8246670.98966722	8867122.23322318	7545646.28084672	8111275.64955946	4933024.17886669	8618471.26578088	5134044.31406909	7292033.70770008	8089000.56361768	8847700.09394414	6772995.26771179	8038777.72343761	8135368.02803923	5894922.90829826	6068362.86741012	5589677.84322336	4719263.32303951	4305085.86327695	3991738.79934217	3682964.04284798	8541100.30127278	6801187.42184001	9264244.20625335	9328050.73214306	6823710.28807323	6300837.92810606	7719356.79662456	7834761.29230281	6902031.37046857	6160744.05779721	5898169.01998047	5643820.16616437	5967309.67107836	5395056.0544557	8876115.98028536	6521366.24733919
"543.16076_9.84"	4049272.26709305	12382477.2752757	5517588.80346379	6608486.11117723	8121758.97080214	5756745.32192225	4188201.25758152	8829303.72686919	7977373.43038856	557875.049879522	4377847.46249303	5411335.93365509	8812218.82210299	9381791.63946187	9623530.84827043	6745035.40060936	8798096.78717808	9025911.57240052	1982088.19056916	7918036.60933999	4290936.88596305	1160395.85590971	5390379.92858148	7123313.27160437	8336576.35034923	8777704.44221538	6816997.43743386	8076549.16632076	8484984.60482311	6042627.3954382	6157016.39022087	5772684.93082883	4818244.05603202	4500284.39613016	3778381.88928341	4342041.6994291	8755455.1195908	6926081.70784141	8945875.10594147	9360763.31227171	6182785.73070458	1568985.05321638	7605291.09479036	7963873.96963088	6851951.80061611	3769057.1063928	5418253.02778984	2874744.43557674	6206465.59360572	3848892.56322257	9593545.75375896	6498085.99723066
"544.14716_4.79"	8548065.95685736	7491856.52524182	8391148.25784624	8576917.13314146	8868214.0420713	9227763.0865894	8029538.4568854	7937475.53456783	7907933.46156752	7418101.79382619	6235592.28534465	7302658.97637316	9168504.78769462	7657140.4652187	7011258.83362372	8772761.95457817	7461917.44607574	7913249.17915088	6367609.09165894	7003979.33207726	8012953.75064643	7223566.75531499	7444276.86071813	7138264.11384289	8179077.00120019	7938896.54486938	9449202.97435779	9572305.68589497	8513356.84983273	3667220.57398384	3110127.11114488	7924057.53050433	1683965.30566495	1884075.23209511	225225.455010414	3420984.29869092	8627349.10076556	9447148.80819671	7562973.7667725	7573122.63073106	4837878.62412867	1673014.492468	7338878.65477721	7934026.35521788	4987150.75416987	1762400.17638028	6322254.51136244	3483946.65420294	4054435.2637022	7210918.62463046	7995064.44342933	4602933.0868902
"545.14386_4.79"	124291236.620193	22482422.5684834	116064286.634666	116142027.392857	122873502.941555	135576860.759799	107690675.153977	77608812.8941054	107944838.408431	97055499.1223391	86540141.11558	97392265.5199549	130932033.209866	48055183.3902855	24332572.3393998	124639750.726767	19346912.7953408	13331495.022396	125581259.016171	5022396.14984369	108178314.392865	107987909.303546	104574200.589974	99773909.0743611	22838085.9276519	19954835.4474478	129131705.854203	130643412.282954	120411376.014473	48207633.8876936	42653.0111466443	115034440.511633	31779500.5763632	43014472.8571826	14200000.019005	55512569.1202193	67792500.8831741	135021263.212631	39794699.3534586	47709558.5075994	82217087.0429884	62904013.6357912	61658631.2339203	109484798.327925	75333326.0315659	69322438.5216035	90160603.0987648	85646920.8535166	26998035.2224637	100338087.225827	6923476.05801431	60982287.1384524
"545.14461_4.79"	579706.501719704	104357653.178989	112923990.374966	100658238.719398	105909102.886174	131965556.06821	60193638.1805152	108294226.887069	106596941.017441	120960.357200123	67913450.6879204	94484701.255956	127828455.890934	104095004.79577	100111034.181746	121401300.995486	103302294.645969	103702827.94942	147936.616835979	90148977.1857348	34871006.4611657	227249.150402472	101523420.789195	97402505.0869002	107449063.568256	102895249.993868	128581053.200402	130061048.504273	117295076.87153	47803153.2213537	44161953.2991748	111566921.399523	39284965.8410987	30897523.419023	818198.598641217	63837331.6432551	117823682.547225	131490634.082573	99345912.2539051	104543099.541905	25174323.5571801	113100.222505395	103095240.259938	108011473.121411	80967225.5773482	256802.97216408	96947833.8906926	433767.938078219	53256304.8570155	48551108.1014796	109130793.029338	65357079.4478593
"546.14697_4.79"	27541394.7551327	9525386.56835775	25680899.5098207	26362524.5023206	27344459.1178712	29759287.3661615	24300500.3896276	21052671.1385552	23818463.2542794	21068611.2388241	19505924.3113908	21455668.7340112	28425915.5587582	18278921.3360387	12885046.9392947	27696988.9955913	14116729.7607119	4850865.2938532	27159189.6770591	7933360.72916493	24755401.8807224	24134388.6629807	22940787.1812829	22530415.5378603	14355404.7738391	9943906.04714521	27684859.2975513	28637975.1008377	26554684.296026	9779315.78962222	35584.3268698603	24997634.0250918	6231807.34485158	7454933.00167766	2104058.82651515	9902574.65308589	19901180.8810954	29314232.0755003	13466367.2453351	19605038.1226928	18754485.5802971	14122764.8561507	6199514.48568735	24984412.3212658	14755354.2283384	15611061.0333333	20118894.0616944	18892734.8589394	4865321.10312676	22117877.4117087	7589145.03534767	11591808.2391521
"546.14767_4.79"	20543900.359955	23710888.1473438	25214278.1714674	25796879.0930853	26880868.3929883	29170649.4242119	23699764.343655	23975762.0340459	23162259.7612283	21471018.9064288	19182756.7999274	21135204.8266647	27589645.6230862	22834960.6641208	22589015.4123935	26531965.1856268	22206605.3937558	22468669.8976514	10724184.5071981	20353708.9391511	24169087.1700305	17605161.6116111	22739537.5331473	21666384.4035465	25020553.0821794	23445013.9004786	28161255.603759	28090551.6772417	26072813.7051431	10495808.8131931	9616320.01995514	24498870.8029747	8978446.16381654	10065858.5023351	1390925.61238874	13855205.7648151	25817220.6990958	28806236.3103416	21867454.7608883	22982783.9250968	18234171.0283222	6391192.96890806	23713336.4342345	24503726.6665318	18315637.3889523	10915719.9629897	22264230.5628947	11961435.5178273	12078332.4828578	21689511.900307	24505397.2857466	14506739.5174284
"546.14821_4.78"	4469812.05815027	23242561.5635802	25223854.7654481	25187292.572958	27551441.4895903	29150566.6787983	20075658.0532756	25239537.9643539	23777624.3428992	1989019.62456602	17962016.9764145	21103590.756639	28213039.4853132	24055863.3073407	22020508.2209018	27237112.7970432	22288007.4278035	22597881.6849798	63978.4786869185	19546325.5670279	15079529.519301	930087.746496343	22737022.4508172	22245990.9605682	23892325.7617427	22973929.260284	28243742.0479121	28774341.8141707	26692693.538861	10701146.1526207	9583547.37511527	24488197.1422699	5793329.7215918	6884651.66142889	828815.483495499	11265435.1868483	26536448.2485936	28786818.1155331	22360492.0566062	23570675.8337066	15441347.3090617	257589.126260653	22904886.6539609	25367793.3196425	16210051.237582	3261698.13719638	20882694.9537264	7699537.58732302	11537870.1098901	18202857.3567259	24031945.3817794	14464728.0725496
"547.47097_3.15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8188723.71807196	10020331.7666568	33564719.2786359	26839411.430794	961114.761217117	1887396.03864435	117349.397875574	341624.866498638	22172192.4554373	20893244.2916063	4554276.54983351	14253993.4883912	7784810.0259887	52258545.6746961	19646196.1465539	26790995.6417472	NA	NA	NA	NA
"549.48715_3.12"	NA	NA	NA	NA	NA	NA	NA	NA	73632.4924398043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6954780.97681456	13549446.2263863	42890159.1659242	51924946.6271372	15349501.669668	11555731.479837	3336199.19544771	7757873.64598102	31838346.9525129	10357755.0831892	16925495.2540636	19255793.8365221	30759421.0210759	70122427.8602601	25537985.9092197	35111517.9870698	NA	NA	NA	NA
"556.99513_11.03"	6800337.8183816	6777390.19071908	8206831.60250886	14583080.0635565	19510632.3928539	11790022.66571	12875194.5428807	43515744.5268476	48991569.2000448	2597015.84999133	43014797.9734421	53650604.8675464	32397198.1438868	31807422.2306499	30501959.8438387	62802707.217647	24909353.0225125	24087773.870626	4408678.61962004	48993332.5485514	21028072.2741365	1622354.56625861	40420234.013947	45610567.3059888	44689082.8229085	33926826.5902883	31383865.8831908	9391504.04543659	9082987.09453524	8995975.01634588	6979743.68397017	11237213.0440019	45621260.8079956	34107633.9206525	14024499.3959924	9541743.25615347	41803733.3340179	10764113.2772399	9716036.63810956	34238224.4117814	9320173.18763634	2388514.43645312	9671619.21337749	14084112.4320442	10548120.4789686	11061463.719258	8967355.7786876	21380511.3324799	7073858.86954278	6954537.84746901	10160348.0201563	8123658.17352
"565.1997_2.48"	NA	NA	NA	NA	NA	NA	NA	NA	307886554.383793	271096904.242836	186685002.816127	111039785.729385	22638.9685991689	NA	75550.7598072353	27645.9397165901	14391982.2827611	19181044.2438364	17123696.6122372	10235684.9796302	97462736.3294966	117792817.499695	96566937.7483885	50947193.2245648	NA	NA	NA	NA	NA	NA	NA	NA	NA	386976.385449382	456585.460517353	322696.625600162	NA	NA	NA	NA	85487.9459324861	157211.832538262	465385.238641297	504640.794371128	42882.0031727741	118700.824684877	22442.6577506542	51631.6363705366	NA	NA	NA	NA
"566.20267_2.49"	NA	NA	NA	NA	NA	NA	NA	NA	76354977.2709568	61850354.0981947	46411069.4315942	28029126.608815	NA	NA	NA	NA	3418557.08309957	4596613.14488557	4019123.17888784	3153917.61913013	24533537.9129866	29829878.0698813	24802231.2093691	12835215.549083	NA	NA	NA	NA	NA	NA	NA	NA	NA	23613.1161644567	81278.9890825573	NA	NA	NA	NA	NA	NA	NA	37598.6310695777	19349.2204952585	NA	18062.8736226333	NA	27652.2452713439	NA	NA	NA	NA
"567.12544_4.8"	90933889.9431033	NA	79230141.4187083	103099589.39222	78470545.9570535	107014027.644235	80222571.3484668	127074.139290981	209050.640943345	44907853.7071862	34925813.0993824	40960737.4962496	19057371.6488425	27092.8660626188	NA	38008641.1559289	30635.0891259384	NA	76046461.400228	17614.654999651	60262531.0792784	54972282.6373549	18120082.116482	17255783.2419643	145347.535343997	113676.288307451	3362430.61253493	82881956.2718154	66045917.4978072	55812.579717461	23427.8625209033	79143471.0670167	1651842.10869195	2534869.65466875	NA	5150737.21191528	142357.448656231	50460035.0214572	82990.6524745971	33005.336828368	49283998.375477	46915588.3081939	391686.836813968	42730888.2703062	7617893.31255425	14886258.7075663	25772833.5020722	16377716.7242205	10893.0180097893	71781360.5527521	NA	461422.24934129
"567.12619_4.8"	2054686.42330046	132825387.105733	89514582.1720823	102713095.760207	78222948.9872565	108199129.974551	80929983.8328994	74393968.0825498	58634499.5757103	137957.148605276	35625704.3509703	44428112.793882	80300939.8635419	86909694.1534702	95798525.9387104	72684930.0158711	84062623.0612405	78799515.4139721	9786.92320891001	66286560.3420836	59480770.8730087	449547.597233263	54064837.754714	63529298.3826976	73182615.9543705	80647547.7408443	108055295.911787	87813210.2334175	66435657.8692399	60467972.7006051	51910027.4381525	81930418.2004386	2741240.96352132	1724053.23663852	NA	14653097.010588	65286187.6886729	76250782.3282423	76208114.3484829	70424075.5610144	48091112.0552273	287551.907467712	56666173.9035117	51430201.4516589	37811532.6755956	2150024.12164496	33255615.1606487	1873898.63799445	69088952.787493	71233657.4552995	94433968.5677653	62883441.0106256
"567.12676_4.8"	290978.938376728	130799335.231567	3928566.78999311	572703.780597135	592264.432966308	2295255.30941436	212659.968882661	75471874.1500834	52939606.5826484	63277.2682824816	630444.166402553	3715514.30497049	57558234.2223764	88382662.5373616	96036034.286611	25749250.3767424	83871906.2247596	77609287.4625334	14263.5793633331	65313518.429001	138321.543522796	80535.1063939333	29844482.6569778	44298724.7248044	74485850.9927173	79491566.6931174	85175951.4821903	1063959.03262221	1404453.43407037	61119869.0394524	54517112.3160086	2756947.04374977	2542147.54803558	922450.110097828	NA	7638247.7410221	66449717.3741326	19014843.2734492	77408699.3069384	71799128.2838093	97968.9050877265	112605.618586932	57260989.7504677	5657822.65927641	20644241.6268125	368649.276925223	3737772.75420755	NA	66873141.1988515	309130.53532761	93344401.6856477	62562780.370335
"568.12882_4.8"	20228351.2067599	NA	19396474.0466249	23020598.1375959	17764555.9404207	23811784.1567719	17908217.6365285	2825605.6882665	8682686.08496487	9993113.81611888	7693681.39057454	9060653.99494915	15711383.3484027	2132910.58716003	107437.337435227	14877709.2668205	399583.733701811	449515.880232462	16675371.6176861	182046.150435744	13369475.206054	12071042.673608	9481820.33261919	9468522.35188739	1031004.22386626	1044531.21571605	19107292.6796031	19701699.9767693	14545707.048319	5177347.51552419	51202.4558755818	18009558.0742048	143082.656032441	104992.292164642	NA	351659.752702692	2816615.55942505	16085600.5327091	1145910.79179977	1623378.44912755	9946930.7467666	10512962.8361813	584336.83117767	9361516.45231454	2516026.65181458	1338473.88617319	4423380.71663541	1585531.69813615	1173985.60203161	15885987.6305749	34782.2802260289	5973719.89466858
"568.1297_4.8"	7482859.84805524	28922578.1960763	19562898.3365196	23138507.8646944	17281886.4870672	23890757.4750294	17861130.0362512	16448856.1909824	12877847.2355807	4505488.93879056	6894527.37319817	9614911.39194799	17775914.01071	18925220.1483051	21344489.620418	16008174.0150141	18205672.4246201	16843690.2522621	2223784.99795809	14281296.7931219	12468703.7573467	1199369.61221993	12014869.2387676	14114378.6827684	16228847.780328	17361406.4172969	23746923.0696758	19189287.1758188	14678622.5669278	13252543.4037192	11904868.45873	18008631.4619189	311027.489750202	249038.616791964	NA	1252997.72353268	14522443.5447642	16847453.6126549	16975175.9867889	15384784.7305983	10609035.9946981	3911188.92947145	12776237.4993394	11767344.6287675	6357890.00597317	1907990.29757342	6598191.16675141	2025774.36176613	15009673.9321506	14308040.6938791	20573511.7447026	13990099.5163859
"587.28566_6.11"	NA	NA	NA	NA	NA	NA	NA	NA	115451216.936256	39762267.7420044	36361644.0655953	10494590.7827889	403550.547983843	374225.26918451	389898.792840177	321071.346283106	6763237.08237529	6323663.54306652	5128552.80218136	130554.801199803	29412787.8364253	28116097.9857129	18956471.3327053	33789012.3786865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
