mz_rt	170706_Blk_Blk0p2_1.mzML	170706_Blk_Blk0p2_2.mzML	180205_Poo_TruePoo_Full1.mzML	180205_Poo_TruePoo_Full2.mzML	180205_Poo_TruePoo_Full3.mzML	180205_Poo_TruePoo_Half1.mzML	180205_Poo_TruePoo_Half2.mzML	180205_Poo_TruePoo_Half3.mzML	180205_Smp_L1C32DCMless10m_A.mzML	180205_Smp_L1C32DCMless10m_B.mzML	180205_Smp_L1C32DCMless10m_C.mzML	180205_Smp_L1C32DCMless20m_A.mzML	180205_Smp_L1C32DCMless20m_B.mzML	180205_Smp_L1C32DCMless20m_C.mzML	180205_Smp_L1C33DCM_A.mzML	180205_Smp_L1C33DCM_B.mzML	180205_Smp_L1C33DCM_C.mzML	180205_Smp_L1C33DCMplus10m_A.mzML	180205_Smp_L1C33DCMplus10m_B.mzML	180205_Smp_L1C33DCMplus10m_C.mzML	180205_Smp_L1C33DCMplus20m_A.mzML	180205_Smp_L1C33DCMplus20m_B.mzML	180205_Smp_L1C33DCMplus20m_C.mzML	180205_Smp_L2C1DCMless10m_A.mzML	180205_Smp_L2C1DCMless10m_B.mzML	180205_Smp_L2C1DCMless10m_C.mzML	180205_Smp_L2C1DCMless20m_A.mzML	180205_Smp_L2C1DCMless20m_B.mzML	180205_Smp_L2C1DCMless20m_C.mzML	180205_Smp_L2C2DCM_A.mzML	180205_Smp_L2C2DCM_B.mzML	180205_Smp_L2C2DCM_C.mzML	180205_Smp_L2C2DCMplus10m_A.mzML	180205_Smp_L2C2DCMplus10m_B.mzML	180205_Smp_L2C2DCMplus10m_C.mzML	180205_Smp_L2C2DCMplus20m_A.mzML	180205_Smp_L2C2DCMplus20m_B.mzML	180205_Smp_L2C2DCMplus20m_C.mzML	180205_Std_4uMStdsInH2O_1.mzML	180205_Std_4uMStdsInH2O_2.mzML	180205_Std_4uMStdsInMatrix_1.mzML	180205_Std_4uMStdsInMatrix_2.mzML	180821_Poo_Day1and2Poo_Full1.mzML	180821_Poo_Day1and2Poo_Full2.mzML	180821_Poo_Day1and2Poo_Full3.mzML	180821_Poo_Day1and2Poo_Full4.mzML	180821_Poo_Day1and2Poo_Full5.mzML	180821_Poo_Day1and2Poo_Full6.mzML	180821_Poo_Day1and2Poo_Half1.mzML	180821_Poo_Day1and2Poo_Half2.mzML	180821_Poo_Day1and2Poo_Half3.mzML	180821_Poo_Day1and2Poo_Half4.mzML	180821_Poo_Day1and2Poo_Half5.mzML	180821_Poo_Day1and2Poo_Half6.mzML	180821_Smp_MS10C215m_A.mzML	180821_Smp_MS10C215m_B.mzML	180821_Smp_MS10C215m_C.mzML	180821_Smp_MS10C2175m_A.mzML	180821_Smp_MS10C2175m_B.mzML	180821_Smp_MS10C2175m_C.mzML	180821_Smp_MS10C2DCM_A.mzML	180821_Smp_MS10C2DCM_B.mzML	180821_Smp_MS10C2DCM_C.mzML	180821_Smp_MS11C215m_A.mzML	180821_Smp_MS11C215m_B.mzML	180821_Smp_MS11C215m_C.mzML	180821_Smp_MS11C2175m_A.mzML	180821_Smp_MS11C2175m_B.mzML	180821_Smp_MS11C2175m_C.mzML	180821_Smp_MS11C2DCM_A.mzML	180821_Smp_MS11C2DCM_B.mzML	180821_Smp_MS11C2DCM_C.mzML	180821_Smp_MS12C115m_A.mzML	180821_Smp_MS12C115m_B.mzML	180821_Smp_MS12C115m_C.mzML	180821_Smp_MS12C1175m_A.mzML	180821_Smp_MS12C1175m_B.mzML	180821_Smp_MS12C1175m_C.mzML	180821_Smp_MS12C1DCM_A.mzML	180821_Smp_MS12C1DCM_B.mzML	180821_Smp_MS12C1DCM_C.mzML	180821_Smp_MS13C2175m_A.mzML	180821_Smp_MS13C2175m_B.mzML	180821_Smp_MS13C2175m_C.mzML	180821_Smp_MS13C2DCM_A.mzML	180821_Smp_MS13C2DCM_B.mzML	180821_Smp_MS13C2DCM_C.mzML	180821_Smp_MS13C315m_A.mzML	180821_Smp_MS13C315m_B.mzML	180821_Smp_MS13C315m_C.mzML	180821_Smp_MS14C215m_A.mzML	180821_Smp_MS14C215m_B.mzML	180821_Smp_MS14C215m_C.mzML	180821_Smp_MS14C2175m_A.mzML	180821_Smp_MS14C2175m_B.mzML	180821_Smp_MS14C2175m_C.mzML	180821_Smp_MS14C2DCM_A.mzML	180821_Smp_MS14C2DCM_B.mzML	180821_Smp_MS14C2DCM_C.mzML	180821_Smp_MS4C115m_A.mzML	180821_Smp_MS4C115m_B.mzML	180821_Smp_MS4C115m_C.mzML	180821_Smp_MS4C1175m_A.mzML	180821_Smp_MS4C1175m_B.mzML	180821_Smp_MS4C1175m_C.mzML	180821_Smp_MS4C1DCM_A.mzML	180821_Smp_MS4C1DCM_B.mzML	180821_Smp_MS4C1DCM_C.mzML	180821_Smp_MS5C115m_A.mzML	180821_Smp_MS5C115m_B.mzML	180821_Smp_MS5C115m_C.mzML	180821_Smp_MS5C1175m_A.mzML	180821_Smp_MS5C1175m_B.mzML	180821_Smp_MS5C1175m_C.mzML	180821_Smp_MS5C1DCM_A.mzML	180821_Smp_MS5C1DCM_B.mzML	180821_Smp_MS5C1DCM_C.mzML	180821_Smp_MS6C315m_A.mzML	180821_Smp_MS6C315m_B.mzML	180821_Smp_MS6C315m_C.mzML	180821_Smp_MS6C3175m_A.mzML	180821_Smp_MS6C3175m_B.mzML	180821_Smp_MS6C3175m_C.mzML	180821_Smp_MS6C3DCM_A.mzML	180821_Smp_MS6C3DCM_B.mzML	180821_Smp_MS6C3DCM_C.mzML	180821_Smp_MS7C115m_A.mzML	180821_Smp_MS7C115m_B.mzML	180821_Smp_MS7C115m_C.mzML	180821_Smp_MS7C1175m_A.mzML	180821_Smp_MS7C1175m_B.mzML	180821_Smp_MS7C1175m_C.mzML	180821_Smp_MS7C1DCM_A.mzML	180821_Smp_MS7C1DCM_B.mzML	180821_Smp_MS7C1DCM_C.mzML	180821_Smp_MS8C115m_A.mzML	180821_Smp_MS8C115m_B.mzML	180821_Smp_MS8C115m_C.mzML	180821_Smp_MS8C1175m_A.mzML	180821_Smp_MS8C1175m_B.mzML	180821_Smp_MS8C1175m_C.mzML	180821_Smp_MS8C1DCM_A.mzML	180821_Smp_MS8C1DCM_B.mzML	180821_Smp_MS8C1DCM_C.mzML	180821_Smp_MS9C215m_A.mzML	180821_Smp_MS9C215m_B.mzML	180821_Smp_MS9C215m_C.mzML	180821_Smp_MS9C2175m_A.mzML	180821_Smp_MS9C2175m_B.mzML	180821_Smp_MS9C2175m_C.mzML	180821_Smp_MS9C2DCM_A.mzML	180821_Smp_MS9C2DCM_B.mzML	180821_Smp_MS9C2DCM_C.mzML	180821_Std_4uMStdsMix1InH2O_1.mzML	180821_Std_4uMStdsMix1InH2O_2.mzML	180821_Std_4uMStdsMix1InH2O_3.mzML	180821_Std_4uMStdsMix1InMatrix_1.mzML	180821_Std_4uMStdsMix1InMatrix_2.mzML	180821_Std_4uMStdsMix1InMatrix_3.mzML	180821_Std_4uMStdsMix2InH2O_1.mzML	180821_Std_4uMStdsMix2InH2O_2.mzML	180821_Std_4uMStdsMix2InH2O_3.mzML	180821_Std_4uMStdsMix2InMatrix_1.mzML	180821_Std_4uMStdsMix2InMatrix_2.mzML	180821_Std_4uMStdsMix2InMatrix_3.mzML	180821_Std_H2OInMatrix_1.mzML	180821_Std_H2OInMatrix_2.mzML	180821_Std_H2OInMatrix_3.mzML
267.07257_11.55	0	18817.4263573026	2582091.05024822	1959209.94589466	1277569.46040323	1244547.57047674	195146.159276261	721589.152173231	2036172.24174936	2225932.93197375	5566548.84408979	6911838.96703624	5823274.13459161	13525706.531997	644600.993435439	496270.31309963	551480.613566689	582244.161537638	543703.699384127	187258.42207625	0	0	145063.766067293	1198151.91319121	1714301.57747366	3387838.91203131	7213186.31052328	8098771.68289757	13839765.2790915	298817.614007098	510466.804193843	646225.101696976	196742.165357904	570182.91589111	433235.000069986	72882.1750425951	0	0	NA	NA	0	0	20903077.0513403	24163452.3112848	23023528.813372	25955032.4358073	18564287.6035292	15229359.208189	21923733.7703398	16933032.534043	15382260.2629077	23146428.294327	17175856.7244355	17572560.8655827	93791802.9146612	54152624.5121415	83619643.6357309	0	0	1104345.53792968	5529447.11726771	4722485.82008626	7947118.00860165	79424162.8995967	87646490.6064095	66494321.36193	0	0	178802.471819985	10879148.5995202	10320993.0114081	17138704.5960373	47416302.9818453	26955972.3399133	58051435.3907309	0	0	611119.837264376	1354115.67076804	1435426.68710639	2631835.96167789	0	0	0	13005191.6532078	10716164.9630884	16292622.4745213	70466701.1111648	56925775.1204886	67212048.9850986	51586891.177428	121553717.045831	97342678.5477618	0	0	1103761.36067864	22031296.7132981	8133693.15152077	24174163.1974331	45376177.9227368	50486091.8319813	22359562.8710882	0	0	101922.613005643	24110544.5934681	35849837.1968422	18731205.6486824	45919391.5715422	70390737.4743884	63585841.8692448	61081.2709318388	0	0	3079960.85919105	513577.379418381	3460950.85586715	66676665.5823478	79584534.34892	68204966.4076002	0	0	38205.9549670126	3241333.13778164	4044387.41299042	7277636.71191072	62451893.5097687	58830893.8990071	59662137.8939159	62098.8331780216	0	395407.822772674	23166169.8947727	12348245.5349073	32050094.2924076	42669930.1586591	58005698.957372	50736173.5375115	0	0	0	0	76374.1574887722	397705.262449781	80117412.9592331	54127138.8663242	77359712.6414038	0	0	629550.453224172	6303149.82388639	7366668.51424819	9038237.94022173	NA	NA	NA	23965636.5340499	36182252.1426074	14979753.772329	NA	NA	NA	21550636.5306148	29307971.1021824	13550884.1614436	21148616.9277316	29746770.8284535	13434689.5132443
268.07592_11.18	0	0	0	0	0	0	0	0	0	0	0	0	0	44450.1715256409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1378493.45089285	1639982.89349945	0	0	0	0	0	1386576.07309784	0	5601432.09055139	0	0	0	0	0	289028.734327347	320092.317200277	0	0	0	0	0	0	384293.559593373	0	727492.896323042	2632850.66170493	2955556.12288691	446275.798635168	0	0	0	0	0	0	0	0	0	0	0	0	965347.922366283	0	571466.871661511	5286661.77910877	0	0	0	0	0	0	611731.896786878	0	0	5034747.61051244	1585079.18632987	0	0	0	0	0	0	1319994.79653117	0	0	0	0	30199.1336577051	0	0	446373.282579123	0	0	0	0	0	0	0	0	54733.702650616	0	0	0	0	0	0	0	0	465740.325044329	0	0	5536092.73448575	0	0	26941.8188580249	0	0	0	0	5537319.49263364	0	0	0	0	691348.929662931	0	1081708.23838802	NA	NA	NA	0	53344.3503074906	1772377.35147338	NA	NA	NA	0	170771.55537343	875437.775956693	0	74492.0707301801	1235678.46814201
270.0267_2.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	737629139.910589	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	22886878.4817303	38863095.0409435	39880977.6854085	0	0	0
271.03041_1.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	0	0	4350792.25494363	0	0	0
273.10382_1.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	155262986.826426	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50286.5171419919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	5392226.40348547	5148948.31044994	6877349.61307765	0	0	0
281.05251_1.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2807234610.71087	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	77782272.6689572	86498204.7394537	70908349.5390279	NA	NA	NA	0	0	0	0	0	0
287.11925_1.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	593075323.472054	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	16458206.6507113	18393202.7812842	21626201.6603579	0	0	0
288.12042_11.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1086514205.32493	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14948.7195366446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9259.05259815527	0	0	0	0	0	0	0	NA	NA	NA	26367170.9978748	24325541.7948955	8279581.99052079	NA	NA	NA	0	0	0	0	0	0
289.09848_1.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	174604192.026987	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	8305026.3996063	9868038.82164116	11321627.870282	0	0	0
289.11571_13.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	238313602.708979	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	7437300.79450268	5942349.48604057	5201237.35718974	NA	NA	NA	0	0	0	0	0	0
305.08804_13.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	16235588.9768972	21302471.8709104	17581230.9622864	0	0	0
328.0456_7.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2172824253.16382	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	34559525.3597003	54813966.8907643	71219789.0207318	0	0	0
330.84237_14.68	44048561.0482329	20989864.3374417	26361593.870859	63031457.7677348	49014108.6978278	48057218.027891	145231395.148526	85541955.8260915	58845259.4436447	96580001.2510428	37926630.6627513	32129055.7007164	47836163.5685135	44316957.7962216	44415649.633281	60116686.8422178	55377427.863828	45415195.8888044	35732890.8832033	43372025.8590632	60366935.6899026	45300800.5521937	72352112.8396389	63356025.8475033	61847133.4878375	60803407.4170257	35545832.4725577	35403751.7006855	45300522.3620634	34588486.7927523	47143313.9925302	41221149.5493531	38967963.6750086	41105068.6054189	37637087.9791358	42111475.7104013	39651560.0970882	33835072.3786269	NA	NA	523247639.431528	NA	5587267.4693043	214922338.476382	125715454.448916	151156804.256159	131374708.600171	88074285.7383409	4289882.90990573	131684822.372396	220084467.069034	234957207.22705	272523684.262419	112074787.853881	58606429.7627191	87868101.8090966	136562114.378191	119676221.637776	90220528.3789478	185775565.386373	100318633.141241	124538394.832621	69644949.0171045	53159703.0552002	121367173.43964	144796079.726592	14471562.9502699	194897155.239798	67339544.6157051	79894188.8215367	55602128.0350108	87429834.641655	113355730.409844	131683656.171413	107251092.519823	78823791.252112	55941274.5512282	119855651.880171	175946551.520761	109744967.775357	66990726.3008647	223145551.691424	143017915.804628	57933962.9988706	115424662.561047	84030815.9268639	127744709.526693	51445553.9694932	59718839.6048625	50708969.0195034	126307526.908195	69922372.6113356	100563228.551765	140648932.651733	82453268.6550216	169244253.3968	31407622.7625589	85272782.9169814	39935454.5892855	9574460.37832019	42642203.299494	63274082.2609604	150880041.499748	119277862.907293	70497685.6775794	118513946.055208	41500405.7608121	149424410.959666	81999031.2438673	157221135.694963	128569534.113913	139807649.854309	45183017.3649541	50722948.5293918	11059663.9238927	6871256.34162669	65660239.4123044	123554767.938235	107735086.89497	97493927.6828756	77106819.0561744	82418896.0453749	6414696.46265966	181042372.560543	238372422.77605	15200725.8625675	120031329.137513	5752957.77469704	157092881.305014	138527211.974909	194800426.857641	176038632.058886	119155961.939789	98584619.6225221	108448899.95525	49158777.6480911	272892983.493321	31773883.4759539	143476844.689706	84709154.1859115	118449712.752642	40908260.1275099	59495210.5175585	15583998.1853895	138728293.527999	42380039.3968257	220963421.854734	43364307.121522	152801177.312451	20413007.3196798	62464199.5311062	237796557.661192	52191777.7863625	NA	NA	NA	12919140.2135001	32443382.8684459	42673995.0469106	NA	NA	NA	14369385.0931525	27908334.097433	78113696.00704	5670483.64365527	18303804.0573297	26393763.6199151
341.1093_11.71	25243.3431800714	97048.7946262856	221468.609144036	0	153721.414210138	32463.5624657795	0	0	189659.242210636	240967.535960175	137700.87285487	572007.004418027	621776.528464562	2580778.7105042	296174.637417284	195831.787919964	174338.392674835	118122.703809669	223295.085616387	286174.614241347	194988.202055028	0	175976.676918095	0	78263.6372710826	156929.235421399	245546.852436027	407463.579727407	1445266.07761618	153705.532005319	174531.123751306	173975.658874548	36604.7032320291	0	139910.291841967	256312.945912486	0	0	NA	NA	71241794.6797157	213078986.144741	3697072.06190752	3824756.82980101	3782319.33605002	4711055.91785668	5821714.5376887	5414260.02842955	2816748.0874396	5048137.97823718	3421947.83889121	4564224.54761506	4600098.03109814	5567660.83677256	11553013.2002688	11351868.5751573	10960262.5652888	127178.70142116	63463.1045204617	71446.7621604545	11337875.5778644	13454951.1661698	15921595.7525281	10724219.807338	10214337.9242187	8278685.14316607	40031.9823869532	0	48068.7249330614	12098439.1043229	11759535.6283928	22628788.9613916	6062819.81738789	5293055.64556091	5082619.93946367	305983.300768448	0	0	2760649.50910343	3500941.41097777	3743571.5539946	366812.321456599	48823.0380423639	115121.12137767	10091390.8745755	8440832.60262083	11021884.7126542	1439635.47525648	2508852.59880143	1813518.44097384	9883913.56132456	12029423.1966861	10821355.8609411	347400.081946125	384872.706173615	132475.882246418	21203032.2768447	15350157.8446328	20652191.9896665	8342792.36648358	9538590.44978704	7249311.56499423	0	0	131764.841686173	9820289.2145146	11235425.9153828	6597354.13515867	1300528.96669289	1642560.12950093	1161273.67216577	0	181633.089127001	650483.099316745	7032113.24159276	8069376.02451252	6454196.25404028	11973106.2123284	12477422.3149107	11849185.0763056	52044.09690681	0	307527.351671474	6311308.93464835	7816419.67971816	9011291.972715	9117838.28414146	9532880.52977902	9382086.23614945	55045.4020154767	127934.49038088	269294.340953146	12067079.8207837	8089468.06023903	15833051.5218616	1261854.71510953	1110988.38874673	1441374.3859027	414912.301297287	19990.5430571733	125282.622230967	337360.791133057	473041.573465666	904434.480961602	1581381.87453426	2734953.77684395	1223854.14954209	314159.048323499	0	355648.702141596	6869476.44727085	5234326.94725938	8777215.44013315	NA	NA	NA	22611980.1482898	25172978.9613646	24116320.8071862	NA	NA	NA	5101592.1803633	4648169.31084169	5016732.92898687	3964838.31297297	5260790.40668497	5717822.44081296
344.04049_10.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	719295791.990437	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	766548.327542307	2767907.80014533	4655283.60181644	0	0	0
365.10274_2.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	359747448.858624	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	0	156623.865390148	190399.191648991	0	0	0
372.10524_5.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA	7592419.48155275	30088341.9827479	22549214.1942548	0	0	0
381.0895_2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	9034331.3103946	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30077.5434497651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	2965127.78134315	12517199.9659279	14839400.9440966	NA	NA	NA	0	0	0	0	0	0
383.11482_10.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	414161027.919052	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6381.81623421791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5162.59691244611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	10661020.6402536	7685713.23279985	7135858.94533031	NA	NA	NA	8981.18160026884	0	0	4693.89887758479	0	0
